
1023,05
951,985
1019,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1023
1023,1021
1017,1011
1009,1002
1000,994
994,986
987,975
979,972
975,968
970,961
965,956
959,951
954,945
950,940
945,936
940,931
936,926
932,923
927,920
923,916
918,912
910,908
904,905
897,901
889,897
881,893
874,891
866,888
861,887
854,885
849,882
842,880
836,879
831,878
825,875
818,875
814,873
807,872
801,869
795,869
789,867
785,865
781,864
775,863
769,862
763,861
757,860
751,858
745,857
739,856
732,854
724,852
719,852
712,850
706,850
700,848
694,846
689,846
683,845
677,844
671,843
666,841
661,841
655,839
649,838
642,837
636,836
630,835
625,833
618,832
610,831
603,829
597,827
590,827
584,825
577,824
571,823
566,822
561,821
557,820
554,820
550,817
545,817
540,817
537,815
531,815
527,819
524,813
519,813
515,810
511,810
506,809
500,808
496,807
488,805
483,804
476,802
470,800
464,800
459,798
454,797
448,801
442,793
440,792
430,789
423,788
415,785
409,783
401,782
395,780
388,777
383,777
376,775
371,772
364,769
358,768
351,765
344,762
339,761
321,759
329,757
320,752
309,748
306,742
290,738
279,733
269,728
256,721
245,714
233,706
223,699
211,692
202,683
192,673
186,667
168,656
159,644
145,628
138,616
128,600
116,584
108,569
103,567
103,566
103,566
103,563
93,533
76,499
61,453
47,392
35,337
24,272
13,184
1,64
0,78
0,64
0,53
0,26
0,24
0,23
0,23
0,23
0,22
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
