1,0,0,2,2,1
2,3,1,2,1,1
3,2,1,2,0,0
4,1,0,2,0,2
5,1,0,1,0,3
6,1,0,1,0,2
7,0,0,2,1,2
8,0,0,2,2,0
9,1,0,1,0,1
10,2,1,2,3,2
