1,1,1,3,3,1
2,2,2,1,3,2
3,0,0,0,0,0
4,2,2,2,3,0
5,1,3,1,2,3
6,2,1,1,1,1
7,3,3,2,3,3
8,1,0,2,0,0
9,2,0,1,2,1
10,2,1,2,1,2
11,3,3,3,3,3
12,0,0,0,0,0
